Date,Open,High,Low,Close,Adj Close,Volume
1996-01-01,3.0299999713897705,3.0299999713897705,2.924999952316284,2.9800000190734863,0.6022924184799194,350000
1996-01-02,2.9800000190734863,3.0250000953674316,2.950000047683716,2.9749999046325684,0.6012817025184631,412000
1996-01-03,2.9749999046325684,2.994999885559082,2.950000047683716,2.984999895095825,0.6033027768135071,284000
1996-01-04,2.984999895095825,2.9800000190734863,2.940000057220459,2.9649999141693115,0.5992608070373535,282000
1996-01-05,2.9649999141693115,2.9800000190734863,2.950000047683716,2.9600000381469727,0.598250150680542,189000
1996-01-08,2.9600000381469727,2.950000047683716,2.9100000858306885,2.924999952316284,0.5911760926246643,237000
1996-01-09,2.924999952316284,2.924999952316284,2.799999952316284,2.8299999237060547,0.5719756484031677,483000
1996-01-10,2.8299999237060547,2.865000009536743,2.809999942779541,2.8399999141693115,0.5739967226982117,226000
1996-01-11,2.8399999141693115,2.880000114440918,2.799999952316284,2.8299999237060547,0.5719756484031677,318000
1996-01-12,2.8299999237060547,2.8350000381469727,2.799999952316284,2.825000047683716,0.570965051651001,431000
1996-01-15,2.825000047683716,2.815000057220459,2.7750000953674316,2.7899999618530273,0.5638912320137024,181000
1996-01-16,2.7899999618530273,2.799999952316284,2.740000009536743,2.740000009536743,0.5537856817245483,358000
1996-01-17,2.740000009536743,2.7950000762939453,2.630000114440918,2.6549999713897705,0.5366061329841614,429000
1996-01-18,2.6549999713897705,2.6549999713897705,2.5999999046325684,2.640000104904175,0.5335744619369507,330000
1996-01-19,2.640000104904175,2.630000114440918,2.5350000858306885,2.555000066757202,0.516395092010498,426000
1996-01-22,2.555000066757202,2.5899999141693115,2.5199999809265137,2.5450000762939453,0.514373779296875,359000
1996-01-23,2.5450000762939453,2.5999999046325684,2.509999990463257,2.5299999713897705,0.5113421678543091,399000
1996-01-24,2.5299999713897705,2.5299999713897705,2.450000047683716,2.4649999141693115,0.49820494651794434,449000
1996-01-25,2.4649999141693115,2.450000047683716,2.4100000858306885,2.434999942779541,0.4921415448188782,390000
1996-01-26,2.434999942779541,2.434999942779541,2.434999942779541,2.434999942779541,0.4921415448188782,0
1996-01-29,2.434999942779541,2.494999885559082,2.3949999809265137,2.484999895095825,0.502247154712677,311000
1996-01-30,2.484999895095825,2.549999952316284,2.484999895095825,2.5199999809265137,0.5093210339546204,452000
1996-01-31,2.5199999809265137,2.634999990463257,2.549999952316284,2.5899999141693115,0.5234687328338623,344000
1996-02-01,2.5899999141693115,2.799999952316284,2.5999999046325684,2.7799999713897705,0.5618701577186584,424000
1996-02-02,2.7799999713897705,2.994999885559082,2.799999952316284,2.9149999618530273,0.5891551971435547,819000
1996-02-05,2.9149999618530273,3.0999999046325684,2.950000047683716,2.994999885559082,0.6053239107131958,906000
1996-02-06,2.994999885559082,3.049999952316284,2.950000047683716,2.9749999046325684,0.6012817025184631,888000
1996-02-07,2.9749999046325684,2.924999952316284,2.825000047683716,2.865000009536743,0.5790495872497559,586000
1996-02-08,2.865000009536743,3.1500000953674316,2.884999990463257,3.0450000762939453,0.6154295206069946,667000
1996-02-09,3.0450000762939453,3.6549999713897705,3.3499999046325684,3.6500000953674316,0.7377070784568787,1720000
1996-02-12,3.6500000953674316,3.7950000762939453,3.450000047683716,3.509999990463257,0.7094115018844604,2851000
1996-02-13,3.5999999046325684,3.5999999046325684,3.325000047683716,3.450000047683716,0.6972848176956177,1451000
1996-02-14,3.450000047683716,3.799999952316284,3.5899999141693115,3.7100000381469727,0.7498339414596558,2464000
1996-02-15,3.7100000381469727,3.7699999809265137,3.6700000762939453,3.684999942779541,0.7447810173034668,1191000
1996-02-16,3.684999942779541,3.674999952316284,3.509999990463257,3.559999942779541,0.7195170521736145,1396000
1996-02-19,3.559999942779541,3.6500000953674316,3.5,3.515000104904175,0.7104220986366272,1297000
1996-02-20,3.515000104904175,3.515000104904175,3.305000066757202,3.365000009536743,0.6801052093505859,1361000
1996-02-21,3.365000009536743,3.365000009536743,3.365000009536743,3.365000009536743,0.6801052093505859,0
1996-02-22,3.365000009536743,3.4749999046325684,3.4000000953674316,3.424999952316284,0.6922321319580078,848000
1996-02-23,3.424999952316284,3.5,3.4000000953674316,3.4200000762939453,0.6912215352058411,687000
1996-02-26,3.4200000762939453,3.4749999046325684,3.375,3.384999990463257,0.6841474771499634,647000
1996-02-27,3.390000104904175,3.424999952316284,3.299999952316284,3.3949999809265137,0.6861686706542969,841000
1996-02-28,3.3949999809265137,3.444999933242798,3.305000066757202,3.325000047683716,0.6720208525657654,422000
1996-02-29,3.299999952316284,3.299999952316284,3.0,3.065000057220459,0.6194718480110168,1275000
1996-03-01,3.065000057220459,3.1500000953674316,3.0,3.109999895095825,0.6285667419433594,732000
1996-03-04,3.109999895095825,3.0999999046325684,3.049999952316284,3.065000057220459,0.6194718480110168,647000
