Date,Open,High,Low,Close,Adj Close,Volume
2002-07-01,63.54999923706055,65.44999694824219,63.54999923706055,64.9749984741211,47.600189208984375,107294
2002-07-02,65.0,66.9749984741211,65.0,66.19999694824219,48.49762725830078,224240
2002-07-03,66.44999694824219,66.9000015258789,64.55000305175781,64.94999694824219,47.581886291503906,97578
2002-07-04,65.4000015258789,66.25,64.82499694824219,65.07499694824219,47.673458099365234,99150
2002-07-05,65.5,66.2249984741211,64.55000305175781,65.42500305175781,47.92986297607422,219024
2002-07-08,66.25,69.5,65.57499694824219,68.05000305175781,49.85292434692383,619238
2002-07-09,69.19999694824219,69.4749984741211,66.42500305175781,66.9000015258789,49.01044464111328,267182
2002-07-10,67.2249984741211,67.2249984741211,65.0250015258789,65.1500015258789,47.72840881347656,95100
2002-07-11,65.0,65.19999694824219,63.900001525878906,64.5250015258789,47.27053451538086,197056
2002-07-12,65.05000305175781,66.125,63.150001525878906,64.0250015258789,46.90424346923828,137764
2002-07-15,64.1500015258789,64.1500015258789,61.29999923706055,62.25,45.60388946533203,157412
2002-07-16,63.25,63.25,61.5,62.375,45.695457458496094,73214
2002-07-17,62.5,62.5,59.849998474121094,60.875,44.5965690612793,131692
2002-07-18,61.70000076293945,64.80000305175781,61.25,64.17500305175781,47.01412582397461,174322
2002-07-19,64.69999694824219,65.94999694824219,62.75,65.3499984741211,47.87491226196289,293544
2002-07-22,62.79999923706055,64.25,62.5,63.79999923706055,46.73939895629883,159256
2002-07-23,62.525001525878906,64.44999694824219,62.525001525878906,64.0999984741211,46.95917892456055,87750
2002-07-24,63.650001525878906,64.0,61.75,62.32500076293945,45.65882873535156,78882
2002-07-25,63.5,64.19999694824219,62.5,63.375,46.42805862426758,120256
2002-07-26,63.5,63.5,59.25,59.57500076293945,43.64420700073242,152200
2002-07-29,52.525001525878906,60.125,52.525001525878906,54.95000076293945,40.25596237182617,179162
2002-07-30,62.54999923706055,62.54999923706055,54.75,56.025001525878906,41.043495178222656,171770
2002-07-31,55.099998474121094,55.099998474121094,50.75,51.0,37.362220764160156,315748
2002-08-01,52.474998474121094,52.5,49.0,49.625,36.35490798950195,394458
2002-08-02,52.5,52.5,47.29999923706055,47.599998474121094,34.87140655517578,178858
2002-08-05,48.900001525878906,49.0,47.75,48.099998474121094,35.237709045410156,206692
2002-08-06,48.275001525878906,49.0,45.599998474121094,46.95000076293945,34.39522171020508,450892
2002-08-07,48.375,51.20000076293945,47.849998474121094,49.95000076293945,36.59299850463867,634818
2002-08-08,50.5,52.04999923706055,48.349998474121094,48.849998474121094,35.787147521972656,456654
2002-08-09,49.04999923706055,50.32500076293945,48.5,49.32500076293945,36.135135650634766,239952
2002-08-12,49.95000076293945,50.70000076293945,49.125,49.67499923706055,36.39153289794922,163646
2002-08-13,50.25,50.79999923706055,49.775001525878906,50.099998474121094,36.70288848876953,101280
2002-08-14,49.92499923706055,50.5,49.525001525878906,50.20000076293945,36.77614212036133,110996
2002-08-15,50.20000076293945,50.20000076293945,50.20000076293945,50.20000076293945,36.77614212036133,0
2002-08-16,52.95000076293945,52.95000076293945,50.04999923706055,50.17499923706055,36.7578239440918,110180
2002-08-19,50.474998474121094,50.5,49.849998474121094,50.025001525878906,36.647953033447266,87556
2002-08-20,50.5,50.75,50.224998474121094,50.42499923706055,36.940982818603516,97342
2002-08-21,50.70000076293945,50.79999923706055,49.82500076293945,49.974998474121094,36.61131286621094,115268
2002-08-22,50.70000076293945,50.70000076293945,49.0,49.32500076293945,36.135135650634766,60410
2002-08-23,49.025001525878906,49.224998474121094,48.25,48.45000076293945,35.494102478027344,83316
2002-08-26,48.5,52.92499923706055,48.5,49.775001525878906,36.464786529541016,272426
2002-08-27,50.67499923706055,50.67499923706055,48.25,48.525001525878906,35.54905319213867,115742
2002-08-28,48.650001525878906,48.95000076293945,47.875,48.400001525878906,35.45747375488281,124822
2002-08-29,48.849998474121094,49.95000076293945,47.75,48.07500076293945,35.21938705444336,131684
2002-08-30,48.875,48.875,48.0,48.32500076293945,35.40253448486328,151302
2002-09-02,48.224998474121094,50.95000076293945,48.224998474121094,49.099998474121094,37.93266296386719,367026
2002-09-03,49.375,49.375,48.125,48.29999923706055,37.31462097167969,101302
2002-09-04,48.04999923706055,48.75,47.29999923706055,47.849998474121094,36.96696853637695,105816
2002-09-05,48.5,49.099998474121094,48.125,48.349998474121094,37.35324478149414,152176
2002-09-06,49.0,49.0,47.25,47.474998474121094,36.6772575378418,118270
2002-09-09,48.70000076293945,48.70000076293945,46.54999923706055,46.70000076293945,36.078521728515625,55628
2002-09-10,46.70000076293945,46.70000076293945,46.70000076293945,46.70000076293945,36.078521728515625,0
2002-09-11,47.25,47.70000076293945,47.099998474121094,47.224998474121094,36.48412322998047,100552
2002-09-12,47.29999923706055,47.75,46.75,47.54999923706055,36.73520278930664,87496
2002-09-13,47.95000076293945,48.5,47.125,47.54999923706055,36.73520278930664,93418
2002-09-16,47.20000076293945,47.875,47.20000076293945,47.54999923706055,36.73520278930664,110190
2002-09-17,48.0,52.92499923706055,48.0,51.099998474121094,39.477783203125,1435920
2002-09-18,51.125,53.67499923706055,50.375,51.82500076293945,40.03789520263672,2195964
2002-09-19,52.45000076293945,52.92499923706055,49.54999923706055,49.92499923706055,38.570030212402344,1080386
2002-09-20,49.5,51.525001525878906,48.75,50.724998474121094,39.188072204589844,757652
2002-09-23,51.45000076293945,52.29999923706055,50.54999923706055,50.875,39.303958892822266,542178
2002-09-24,50.5,50.5,49.25,49.57500076293945,38.29963684082031,253932
2002-09-25,49.29999923706055,51.45000076293945,48.54999923706055,50.95000076293945,39.36190414428711,537694
2002-09-26,51.95000076293945,51.974998474121094,50.5,50.724998474121094,39.188072204589844,273202
2002-09-27,50.75,51.849998474121094,49.900001525878906,51.07500076293945,39.45847702026367,384266
2002-09-30,50.04999923706055,51.17499923706055,49.54999923706055,49.849998474121094,38.51207733154297,231938
2002-10-01,49.5,50.224998474121094,48.07500076293945,49.17499923706055,37.99060821533203,203808
2002-10-02,49.17499923706055,49.17499923706055,49.17499923706055,49.17499923706055,37.99060821533203,0
2002-10-03,49.0,49.775001525878906,48.95000076293945,49.25,38.048553466796875,167462
2002-10-04,49.0,49.625,48.54999923706055,49.0,37.855411529541016,132824
2002-10-07,49.25,49.974998474121094,48.5,49.67499923706055,38.37688446044922,102140
2002-10-08,50.0,50.349998474121094,49.54999923706055,49.974998474121094,38.60865783691406,119136
2002-10-09,50.25,50.67499923706055,49.375,49.42499923706055,38.18375015258789,102938
2002-10-10,49.474998474121094,49.599998474121094,48.25,49.275001525878906,38.06787109375,72740
2002-10-11,49.54999923706055,50.150001525878906,49.375,49.474998474121094,38.22237014770508,67306
2002-10-14,49.5,50.0,49.375,49.82500076293945,38.49277114868164,79978
2002-10-15,49.82500076293945,49.82500076293945,49.82500076293945,49.82500076293945,38.49277114868164,0
2002-10-16,50.625,50.625,48.79999923706055,49.32500076293945,38.10649871826172,98804
2002-10-17,49.125,49.5,49.0,49.29999923706055,38.087188720703125,35772
2002-10-18,49.25,50.099998474121094,49.25,49.900001525878906,38.55072021484375,81366
2002-10-21,50.474998474121094,50.474998474121094,49.0,49.224998474121094,38.029239654541016,133384
2002-10-22,49.625,49.724998474121094,49.0,49.5,38.2416877746582,77870
2002-10-23,50.0,50.0,49.099998474121094,49.42499923706055,38.18375015258789,38300
2002-10-24,49.82500076293945,49.82500076293945,49.5,49.525001525878906,38.26101303100586,69972
